Year,MJJA,NTREND2015,upper2sigma,lower2sigma,,MJJAspl20,NTREND2015spl20,upper2sigma,lower2sigma
1532,,-0.3005,0.4517,-1.0527,,,-0.1852,-6.91E-03,-0.3635
1533,,-0.1225,0.6297,-0.8747,,,-0.1858,-7.47E-03,-0.364
1534,,-0.256,0.4962,-1.0082,,,-0.19,-0.0117,-0.3683
1535,,-0.2708,0.4813,-1.023,,,-0.197,-0.0187,-0.3753
1536,,-3.83E-03,0.7483,-0.756,,,-0.2064,-0.0281,-0.3846
1537,,-0.256,0.4962,-1.0082,,,-0.2179,-0.0396,-0.3962
1538,,-0.5082,0.244,-1.2604,,,-0.2304,-0.0521,-0.4086
1539,,-0.1373,0.6148,-0.8895,,,-0.2428,-0.0645,-0.4211
1540,,0.011,0.7632,-0.7412,,,-0.2559,-0.0776,-0.4342
1541,,-0.1818,0.5703,-0.934,,,-0.2699,-0.0916,-0.4481
1542,,-0.7604,-8.21E-03,-1.5125,,,-0.2827,-0.1044,-0.4609
1543,,-0.1818,0.5703,-0.934,,,-0.2922,-0.1139,-0.4704
1544,,-0.3895,0.3626,-1.1417,,,-0.2989,-0.1206,-0.4772
1545,,-0.1522,0.6,-0.9043,,,-0.3037,-0.1255,-0.482
1546,,-0.3747,0.3775,-1.1268,,,-0.3076,-0.1293,-0.4859
1547,,-0.167,0.5852,-0.9192,,,-0.3107,-0.1325,-0.489
1548,,-0.3153,0.4368,-1.0675,,,-0.3134,-0.1351,-0.4916
1549,,-0.5527,0.1995,-1.3049,,,-0.3148,-0.1366,-0.4931
1550,,-0.2857,0.4665,-1.0378,,,-0.3147,-0.1364,-0.493
1551,,-0.0161,0.7347,-0.7669,,,-0.314,-0.134,-0.494
1552,,-0.1806,0.5702,-0.9314,,,-0.3135,-0.1335,-0.4935
1553,,-0.4797,0.2711,-1.2305,,,-0.3118,-0.1318,-0.4918
1554,,-0.5096,0.2412,-1.2604,,,-0.3063,-0.1263,-0.4863
1555,,-0.3451,0.4057,-1.0959,,,-0.2958,-0.1158,-0.4758
1556,,-0.5096,0.2412,-1.2604,,,-0.2806,-0.1006,-0.4606
1557,,-0.375,0.3758,-1.1258,,,-0.2621,-0.0821,-0.4421
1558,,-0.061,0.6899,-0.8118,,,-0.2435,-0.0635,-0.4235
1559,,-0.2404,0.5104,-0.9912,,,-0.2287,-0.0487,-0.4087
1560,,-0.031,0.7198,-0.7819,,,-0.2208,-0.0408,-0.4008
1561,,0.0886,0.8394,-0.6622,,,-0.2221,-0.0421,-0.4021
1562,,-0.1208,0.63,-0.8716,,,-0.2333,-0.0533,-0.4133
1563,,-0.5395,0.2113,-1.2903,,,-0.2528,-0.0728,-0.4328
1564,,-0.1507,0.6001,-0.9015,,,-0.2779,-0.0979,-0.4579
1565,,-0.1507,0.6001,-0.9015,,,-0.3076,-0.1276,-0.4876
1566,,-0.3301,0.4207,-1.081,,,-0.3401,-0.1601,-0.5201
1567,,-0.4348,0.316,-1.1856,,,-0.3726,-0.1926,-0.5525
1568,,-0.5395,0.2113,-1.2903,,,-0.4018,-0.2218,-0.5818
1569,,-0.7339,0.0169,-1.4847,,,-0.4252,-0.2452,-0.6052
1570,,-0.2255,0.5254,-0.9763,,,-0.4418,-0.2618,-0.6218
1571,,-0.5844,0.1665,-1.3352,,,-0.4524,-0.2724,-0.6324
1572,,-0.6591,0.0917,-1.41,,,-0.4571,-0.2771,-0.6371
1573,,-0.5993,0.1515,-1.3501,,,-0.4569,-0.2769,-0.6369
1574,,-0.2255,0.5254,-0.9763,,,-0.4545,-0.2745,-0.6345
1575,,-0.0161,0.7347,-0.7669,,,-0.4535,-0.2735,-0.6335
1576,,-0.4797,0.2711,-1.2305,,,-0.4556,-0.2756,-0.6356
1577,,-0.5096,0.2412,-1.2604,,,-0.4591,-0.2791,-0.6391
1578,,-0.6442,0.1066,-1.395,,,-0.4622,-0.2822,-0.6422
1579,,-0.5395,0.2113,-1.2903,,,-0.4633,-0.2833,-0.6433
1580,,-0.5993,0.1515,-1.3501,,,-0.4626,-0.2826,-0.6426
1581,,-0.5245,0.2263,-1.2754,,,-0.4611,-0.2811,-0.6411
1582,,-0.4498,0.301,-1.2006,,,-0.461,-0.281,-0.641
1583,,-0.1806,0.5702,-0.9314,,,-0.4649,-0.2849,-0.6449
1584,,-0.2255,0.5254,-0.9763,,,-0.4754,-0.2954,-0.6554
1585,,-0.689,0.0618,-1.4399,,,-0.4924,-0.3124,-0.6724
1586,,-0.1806,0.5702,-0.9314,,,-0.5143,-0.3343,-0.6943
1587,,-0.7489,1.96E-03,-1.4997,,,-0.5397,-0.3597,-0.7197
1588,,-0.5096,0.2412,-1.2604,,,-0.5657,-0.3857,-0.7457
1589,,-0.7937,-0.0429,-1.5445,,,-0.5902,-0.4102,-0.7702
1590,,-0.7489,1.96E-03,-1.4997,,,-0.6114,-0.4314,-0.7914
1591,,-0.5545,0.1964,-1.3053,,,-0.6289,-0.4489,-0.8089
1592,,-0.6143,0.1365,-1.3651,,,-0.6434,-0.4634,-0.8234
1593,,-1.0328,-0.2793,-1.7863,,,-0.6553,-0.4736,-0.837
1594,,-0.4141,0.3394,-1.1676,,,-0.6654,-0.4838,-0.8471
1595,,-0.6405,0.113,-1.394,,,-0.6764,-0.4947,-0.8581
1596,,-0.6556,0.098,-1.4091,,,-0.6899,-0.5082,-0.8716
1597,,-0.7612,-7.68E-03,-1.5147,,,-0.7069,-0.5252,-0.8886
1598,,-0.3839,0.3696,-1.1374,,,-0.728,-0.5464,-0.9097
1599,,-0.2934,0.4601,-1.0469,,,-0.7539,-0.5722,-0.9356
1600,,-0.6834,0.0572,-1.424,,,-0.782,-0.6044,-0.9595
1601,,-1.4766,-0.736,-2.2172,,,-0.8063,-0.6287,-0.9838
1602,,-0.8303,-0.0897,-1.5709,,,-0.8202,-0.6427,-0.9978
1603,,-0.8156,-0.075,-1.5562,,,-0.8217,-0.6442,-0.9993
1604,,-0.9037,-0.1631,-1.6444,,,-0.8097,-0.6321,-0.9872
1605,,-1.0066,-0.2659,-1.7472,,,-0.7831,-0.6056,-0.9607
1606,,-1.0213,-0.2806,-1.7619,,,-0.7421,-0.5645,-0.9196
1607,,-0.4925,0.2481,-1.2331,,,-0.6887,-0.5111,-0.8662
1608,,-0.6981,0.0425,-1.4387,,,-0.6268,-0.4493,-0.8044
1609,,-0.7569,-0.0162,-1.4975,,,-0.5598,-0.3822,-0.7373
1610,,-0.2281,0.5125,-0.9687,,,-0.4912,-0.3136,-0.6687
1611,,-0.5072,0.2335,-1.2478,,,-0.4258,-0.2482,-0.6033
1612,,-0.1253,0.6154,-0.8659,,,-0.3669,-0.1893,-0.5444
1613,,-0.2721,0.4685,-1.0128,,,-0.3177,-0.1402,-0.4952
1614,,-0.3309,0.4097,-1.0715,,,-0.2798,-0.1022,-0.4573
1615,,-0.3162,0.4244,-1.0568,,,-0.2542,-0.0766,-0.4317
1616,,0.2713,1.0119,-0.4693,,,-0.2422,-0.0646,-0.4197
1617,,-0.1546,0.586,-0.8953,,,-0.2448,-0.0673,-0.4224
1618,,-0.1253,0.6154,-0.8659,,,-0.2598,-0.0822,-0.4373
1619,,-0.5218,0.2188,-1.2625,,,-0.2829,-0.1054,-0.4605
1620,,-0.5218,0.2188,-1.2625,,,-0.3098,-0.1322,-0.4873
1621,,-0.2281,0.5125,-0.9687,,,-0.3373,-0.1597,-0.5148
1622,,-0.1987,0.5419,-0.9393,,,-0.3641,-0.1865,-0.5416
1623,,-0.7275,0.0131,-1.4681,,,-0.3881,-0.2106,-0.5657
1624,,-0.6687,0.0719,-1.4093,,,-0.4068,-0.2293,-0.5843
1625,,-0.3897,0.351,-1.1303,,,-0.4197,-0.2422,-0.5973
1626,,-0.0812,0.6594,-0.8218,,,-0.4287,-0.2512,-0.6063
1627,,-0.5365,0.2041,-1.2772,,,-0.4354,-0.2578,-0.6129
1628,,-0.4631,0.2775,-1.2037,,,-0.4391,-0.2615,-0.6166
1629,,-0.4043,0.3363,-1.145,,,-0.4393,-0.2617,-0.6168
1630,,-0.5659,0.1747,-1.3065,,,-0.4358,-0.2582,-0.6133
1631,,-0.654,0.0866,-1.3947,,,-0.4285,-0.2509,-0.606
1632,,-0.4337,0.3069,-1.1743,,,-0.4182,-0.2406,-0.5957
1633,,-0.4925,0.2481,-1.2331,,,-0.4077,-0.2301,-0.5852
1634,,-0.5659,0.1747,-1.3065,,,-0.4002,-0.2227,-0.5778
1635,,-0.1987,0.5419,-0.9393,,,-0.3999,-0.2223,-0.5774
1636,,-0.0371,0.7035,-0.7777,,,-0.4116,-0.2341,-0.5892
1637,,-0.1253,0.6154,-0.8659,,,-0.4389,-0.2613,-0.6164
1638,,-0.3464,0.3932,-1.0859,,,-0.4817,-0.3054,-0.658
1639,,-0.2131,0.5265,-0.9527,,,-0.5373,-0.361,-0.7136
1640,,-0.0377,0.699,-0.7744,,,-0.6009,-0.4253,-0.7765
1641,,-1.2821,-0.5454,-2.0187,,,-0.6648,-0.4892,-0.8404
1642,,-1.1578,-0.4181,-1.8976,,,-0.7176,-0.5371,-0.8981
1643,,-1.3065,-0.5668,-2.0462,,,-0.7522,-0.5717,-0.9326
1644,,-0.8753,-0.1356,-1.615,,,-0.7659,-0.5854,-0.9464
1645,,-0.682,0.0577,-1.4218,,,-0.7608,-0.5803,-0.9412
1646,,-0.9496,-0.2099,-1.6894,,,-0.7401,-0.5597,-0.9206
1647,,-0.6523,0.0875,-1.392,,,-0.7075,-0.527,-0.888
1648,,-0.34,0.3997,-1.0798,,,-0.6674,-0.4869,-0.8478
1649,,-0.6969,0.0429,-1.4366,,,-0.6238,-0.4433,-0.8042
1650,,-0.3252,0.4174,-1.0677,,,-0.5787,-0.3975,-0.7598
1651,,-0.5928,0.1498,-1.3354,,,-0.5335,-0.3523,-0.7147
1652,,-0.5482,0.1944,-1.2907,,,-0.4883,-0.3071,-0.6694
1653,,-0.6077,0.1349,-1.3502,,,-0.4431,-0.2619,-0.6243
1654,,-0.5482,0.1944,-1.2907,,,-0.3988,-0.2177,-0.58
1655,,-0.2954,0.4471,-1.038,,,-0.3577,-0.1766,-0.5389
1656,,-0.1021,0.6404,-0.8447,,,-0.3232,-0.142,-0.5043
1657,,-0.2211,0.5215,-0.9636,,,-0.298,-0.1169,-0.4792
1658,,-0.4292,0.3133,-1.1718,,,-0.2835,-0.1023,-0.4647
1659,,-0.0724,0.6702,-0.8149,,,-0.2802,-0.099,-0.4614
1660,,-0.0278,0.7148,-0.7703,,,-0.2892,-0.108,-0.4703
1661,,-0.2954,0.4471,-1.038,,,-0.3099,-0.1287,-0.4911
1662,,-0.2805,0.462,-1.0231,,,-0.3399,-0.1587,-0.5211
1663,,-0.5779,0.1646,-1.3205,,,-0.376,-0.1949,-0.5572
1664,,-0.3549,0.3877,-1.0975,,,-0.415,-0.2339,-0.5962
1665,,-0.5482,0.1944,-1.2907,,,-0.4548,-0.2736,-0.636
1666,,-0.4144,0.3282,-1.1569,,,-0.4933,-0.3122,-0.6745
1667,,-0.7861,-0.0435,-1.5286,,,-0.529,-0.3478,-0.7101
1668,,-0.6077,0.1349,-1.3502,,,-0.5601,-0.3789,-0.7413
1669,,-0.4144,0.3282,-1.1569,,,-0.5868,-0.4057,-0.768
1670,,-0.7861,-0.0435,-1.5286,,,-0.6095,-0.4284,-0.7907
1671,,-0.6523,0.0903,-1.3948,,,-0.628,-0.4469,-0.8092
1672,,-0.4887,0.2538,-1.2313,,,-0.6429,-0.4617,-0.824
1673,,-0.4738,0.2687,-1.2164,,,-0.6549,-0.4737,-0.8361
1674,,-0.7564,-0.0166,-1.4961,,,-0.6637,-0.4832,-0.8441
1675,,-0.5928,0.147,-1.3325,,,-0.6675,-0.487,-0.8479
1676,,-0.7415,-1.74E-03,-1.4812,,,-0.6648,-0.4843,-0.8453
1677,,-1.0091,-0.2694,-1.7489,,,-0.6539,-0.4734,-0.8343
1678,,-0.5779,0.1618,-1.3177,,,-0.6339,-0.4535,-0.8144
1679,,-0.7564,-0.0166,-1.4961,,,-0.6066,-0.4261,-0.787
1680,,-0.5333,0.2064,-1.2731,,,-0.5737,-0.3932,-0.7542
1681,,-0.3846,0.3551,-1.1244,,,-0.5382,-0.3577,-0.7187
1682,,-0.5036,0.2362,-1.2433,,,-0.5026,-0.3222,-0.6831
1683,,-0.5036,0.2362,-1.2433,,,-0.4685,-0.288,-0.6489
1684,,-0.3003,0.4445,-1.0452,,,-0.437,-0.2553,-0.6187
1685,,-0.5744,0.1705,-1.3193,,,-0.4096,-0.2279,-0.5913
1686,,-0.4374,0.3075,-1.1822,,,-0.387,-0.2053,-0.5687
1687,,-0.3765,0.3684,-1.1213,,,-0.3709,-0.1891,-0.5526
1688,,-0.483,0.2618,-1.2279,,,-0.3635,-0.1818,-0.5452
1689,,-0.119,0.6252,-0.8632,,,-0.3675,-0.1848,-0.5501
1690,,-0.3478,0.3964,-1.0919,,,-0.3858,-0.2031,-0.5684
1691,,-0.0885,0.6556,-0.8327,,,-0.4199,-0.2372,-0.6025
1692,,-0.4392,0.3049,-1.1834,,,-0.4701,-0.2875,-0.6528
1693,,-0.1343,0.6099,-0.8784,,,-0.5345,-0.3519,-0.7172
1694,,-0.4392,0.3049,-1.1834,,,-0.6097,-0.4271,-0.7924
1695,,-0.9272,-0.1831,-1.6714,,,-0.6895,-0.5068,-0.8721
1696,,-0.6222,0.1219,-1.3664,,,-0.7661,-0.5835,-0.9488
1697,,-0.912,-0.1678,-1.6561,,,-0.833,-0.6504,-1.0157
1698,,-1.3695,-0.6253,-2.1136,,,-0.8832,-0.7005,-1.0658
1699,,-1.4457,-0.7015,-2.1899,,,-0.9106,-0.728,-1.0932
1700,,-1.1407,-0.3966,-1.8849,,,-0.9135,-0.7308,-1.0961
1701,,-1.0797,-0.3356,-1.8239,,,-0.8946,-0.712,-1.0773
1702,,-0.8967,-0.1526,-1.6409,,,-0.8595,-0.6768,-1.0421
1703,,-0.5307,0.2134,-1.2749,,,-0.8152,-0.6325,-0.9978
1704,,-0.5002,0.2439,-1.2444,,,-0.7689,-0.5863,-0.9515
1705,,-0.8205,-0.0763,-1.5646,,,-0.7256,-0.5429,-0.9082
1706,,-0.5612,0.1829,-1.3054,,,-0.6882,-0.5055,-0.8708
1707,,-0.2563,0.4879,-1.0004,,,-0.6595,-0.4768,-0.8421
1708,,-0.5002,0.2439,-1.2444,,,-0.6411,-0.4585,-0.8237
1709,,-0.7747,-0.0306,-1.5189,,,-0.6315,-0.4489,-0.8142
1710,,-0.63,0.1169,-1.3769,,,-0.6279,-0.4423,-0.8135
1711,,-0.6926,0.0544,-1.4395,,,-0.6281,-0.4425,-0.8137
1712,,-0.5988,0.1482,-1.3457,,,-0.6303,-0.4447,-0.8159
1713,,-0.4424,0.3045,-1.1894,,,-0.6331,-0.4475,-0.8187
1714,,-0.8645,-0.1176,-1.6114,,,-0.6347,-0.4492,-0.8203
1715,,-0.4424,0.3045,-1.1894,,,-0.6324,-0.4468,-0.818
1716,,-0.8645,-0.1176,-1.6114,,,-0.6243,-0.4387,-0.8098
1717,,-0.8645,-0.1176,-1.6114,,,-0.608,-0.4224,-0.7936
1718,,-0.7551,-8.16E-03,-1.502,,,-0.5829,-0.3973,-0.7685
1719,,-0.63,0.1169,-1.3769,,,-0.5507,-0.3651,-0.7363
1720,,-0.2392,0.5077,-0.9861,,,-0.5147,-0.3291,-0.7003
1721,,-0.5519,0.1951,-1.2988,,,-0.4786,-0.293,-0.6642
1722,,-0.2236,0.5234,-0.9705,,,-0.4445,-0.2589,-0.6301
1723,,-0.505,0.242,-1.2519,,,-0.4143,-0.2287,-0.5999
1724,,-0.4268,0.3201,-1.1737,,,-0.3886,-0.203,-0.5741
1725,,-0.2079,0.539,-0.9549,,,-0.3683,-0.1827,-0.5539
1726,,-0.3643,0.3827,-1.1112,,,-0.3545,-0.169,-0.5401
1727,,-0.2548,0.4921,-1.0018,,,-0.3474,-0.1619,-0.533
1728,,-0.3643,0.3827,-1.1112,,,-0.3467,-0.1612,-0.5323
1729,,-0.1141,0.6328,-0.8611,,,-0.3517,-0.1661,-0.5372
1730,,-0.5206,0.2263,-1.2675,,,-0.361,-0.1754,-0.5466
1731,,-0.5831,0.1638,-1.33,,,-0.3723,-0.1867,-0.5578
1732,,-0.4581,0.2889,-1.205,,,-0.384,-0.1984,-0.5696
1733,,-0.3955,0.3514,-1.1425,,,-0.3965,-0.2109,-0.5821
1734,,-0.2079,0.539,-0.9549,,,-0.4108,-0.2252,-0.5964
1735,,-0.505,0.242,-1.2519,,,-0.4278,-0.2423,-0.6134
1736,,-0.3643,0.3827,-1.1112,,,-0.4473,-0.2617,-0.6329
1737,,-0.4112,0.3358,-1.1581,,,-0.4689,-0.2833,-0.6545
1738,,-0.6926,0.0544,-1.4395,,,-0.4918,-0.3063,-0.6774
1739,,-0.2548,0.4921,-1.0018,,,-0.5152,-0.3296,-0.7007
1740,,-0.5675,0.1794,-1.3144,,,-0.5387,-0.3532,-0.7243
1741,,-0.6613,0.0856,-1.4082,,,-0.561,-0.3754,-0.7466
1742,,-0.63,0.1169,-1.3769,,,-0.5805,-0.3949,-0.766
1743,,-0.5206,0.2263,-1.2675,,,-0.5963,-0.4107,-0.7819
1744,,-0.6769,0.07,-1.4238,,,-0.608,-0.4225,-0.7936
1745,,-0.5675,0.1794,-1.3144,,,-0.615,-0.4294,-0.8006
1746,,-0.7863,-0.0394,-1.5333,,,-0.6167,-0.4311,-0.8022
1747,,-0.6926,0.0544,-1.4395,,,-0.6126,-0.4271,-0.7982
1748,,-0.4424,0.3045,-1.1894,,,-0.6037,-0.4181,-0.7893
1749,,-0.6613,0.0856,-1.4082,,,-0.5911,-0.4055,-0.7767
1750,,-0.5988,0.1482,-1.3457,,,-0.5753,-0.3897,-0.7609
1751,,-0.5831,0.1638,-1.33,,,-0.5571,-0.3715,-0.7426
1752,,-0.4268,0.3201,-1.1737,,,-0.5374,-0.3518,-0.7229
1753,,-0.5831,0.1638,-1.33,,,-0.5172,-0.3317,-0.7028
1754,,-0.3017,0.4452,-1.0487,,,-0.4972,-0.3116,-0.6827
1755,,-0.6457,0.1013,-1.3926,,,-0.4776,-0.292,-0.6631
1756,,-0.4112,0.3358,-1.1581,,,-0.458,-0.2724,-0.6435
1757,,-0.4893,0.2576,-1.2362,,,-0.4386,-0.253,-0.6241
1758,,-0.4424,0.3045,-1.1894,,,-0.4196,-0.234,-0.6052
1759,,-0.505,0.242,-1.2519,,,-0.4017,-0.2161,-0.5873
1760,,-0.3017,0.4452,-1.0487,,,-0.3858,-0.2002,-0.5713
1761,,-0.333,0.4139,-1.0799,,,-0.3734,-0.1878,-0.5589
1762,,-0.2861,0.4608,-1.033,,,-0.3655,-0.1799,-0.5511
1763,,-0.0672,0.6797,-0.8142,,,-0.3628,-0.1772,-0.5484
1764,,-0.4893,0.2576,-1.2362,,,-0.3648,-0.1792,-0.5503
1765,,-0.5362,0.2107,-1.2831,,,-0.369,-0.1834,-0.5546
1766,,-0.2392,0.5077,-0.9861,,,-0.3737,-0.1881,-0.5593
1767,,-0.4268,0.3201,-1.1737,,,-0.3783,-0.1927,-0.5639
1768,,-0.5206,0.2263,-1.2675,,,-0.3815,-0.1959,-0.567
1769,,-0.3486,0.3983,-1.0956,,,-0.3824,-0.1968,-0.5679
1770,,-0.4893,0.2576,-1.2362,,,-0.381,-0.1955,-0.5666
1771,,-0.3486,0.3983,-1.0956,,,-0.3777,-0.1921,-0.5633
1772,,-0.6457,0.1013,-1.3926,,,-0.3731,-0.1876,-0.5587
1773,,-0.1767,0.5702,-0.9236,,,-0.3687,-0.1831,-0.5542
1774,,-0.3174,0.4296,-1.0643,,,-0.3669,-0.1814,-0.5525
1775,,-0.3017,0.4452,-1.0487,,,-0.3697,-0.1842,-0.5553
1776,,-0.4424,0.3045,-1.1894,,,-0.3781,-0.1925,-0.5637
1777,,-0.1767,0.5702,-0.9236,,,-0.3927,-0.2071,-0.5782
1778,,-0.3955,0.3514,-1.1425,,,-0.414,-0.2284,-0.5996
1779,,-0.3174,0.4296,-1.0643,,,-0.4414,-0.2558,-0.6269
1780,,-0.5362,0.2107,-1.2831,,,-0.4734,-0.2878,-0.6589
1781,,-0.2392,0.5077,-0.9861,,,-0.5078,-0.3223,-0.6934
1782,,-0.3799,0.367,-1.1268,,,-0.5424,-0.3568,-0.728
1783,,-1.1615,-0.4146,-1.9085,,,-0.5727,-0.3872,-0.7583
1784,,-0.7238,0.0231,-1.4707,,,-0.5941,-0.4085,-0.7796
1785,,-0.5519,0.1951,-1.2988,,,-0.6053,-0.4197,-0.7909
1786,,-0.6144,0.1325,-1.3613,,,-0.6072,-0.4216,-0.7927
1787,,-0.5831,0.1638,-1.33,,,-0.6001,-0.4146,-0.7857
1788,,-0.6926,0.0544,-1.4395,,,-0.5848,-0.3992,-0.7703
1789,,-0.5988,0.1482,-1.3457,,,-0.5615,-0.3759,-0.7471
1790,,-0.5988,0.1482,-1.3457,,,-0.5317,-0.3461,-0.7173
1791,,-0.505,0.242,-1.2519,,,-0.4971,-0.3115,-0.6827
1792,,-0.3799,0.367,-1.1268,,,-0.4601,-0.2745,-0.6457
1793,,-0.3799,0.367,-1.1268,,,-0.423,-0.2375,-0.6086
1794,,-0.3486,0.3983,-1.0956,,,-0.3877,-0.2021,-0.5732
1795,,-0.3955,0.3514,-1.1425,,,-0.3553,-0.1697,-0.5408
1796,,-0.1454,0.6015,-0.8923,,,-0.3269,-0.1414,-0.5125
1797,,-0.3017,0.4452,-1.0487,,,-0.3036,-0.118,-0.4892
1798,,-0.0516,0.6953,-0.7985,,,-0.2851,-0.0995,-0.4707
1799,,-0.3486,0.3983,-1.0956,,,-0.2706,-0.085,-0.4562
1800,,-0.63,0.1169,-1.3769,,,-0.2579,-0.0723,-0.4434
1801,,-0.3799,0.367,-1.1268,,,-0.2454,-0.0598,-0.4309
1802,,-0.2861,0.4608,-1.033,,,-0.2344,-0.0488,-0.42
1803,,-0.333,0.4139,-1.0799,,,-0.2277,-0.0422,-0.4133
1804,,-0.0203,0.7266,-0.7673,,,-0.229,-0.0434,-0.4146
1805,,-0.1141,0.6328,-0.8611,,,-0.2421,-0.0565,-0.4277
1806,,-0.1298,0.6171,-0.8767,,,-0.2697,-0.0841,-0.4552
1807,,-0.2236,0.5234,-0.9705,,,-0.3128,-0.1273,-0.4984
1808,,-0.0203,0.7266,-0.7673,,,-0.3716,-0.186,-0.5572
1809,,-0.4581,0.2889,-1.205,,,-0.4444,-0.2588,-0.63
1810,,-0.4737,0.2732,-1.2206,,,-0.5275,-0.3419,-0.7131
1811,,-0.3955,0.3514,-1.1425,,,-0.6164,-0.4309,-0.802
1812,,-0.8801,-0.1332,-1.6271,,,-0.7061,-0.5205,-0.8916
1813,,-0.9583,-0.2114,-1.7052,,,-0.7901,-0.6045,-0.9756
1814,,-0.8958,-0.1489,-1.6427,,,-0.8632,-0.6776,-1.0487
1815,,-0.8645,-0.1176,-1.6114,,,-0.9214,-0.7359,-1.107
1816,,-1.3804,-0.6335,-2.1273,,,-0.9614,-0.7759,-1.147
1817,,-1.271,-0.524,-2.0179,,,-0.9801,-0.7945,-1.1656
1818,,-1.0521,-0.3052,-1.799,,,-0.9773,-0.7917,-1.1629
1819,,-1.1928,-0.4459,-1.9397,,,-0.9558,-0.7702,-1.1413
1820,,-0.8332,-0.0863,-1.5802,,,-0.9196,-0.734,-1.1051
1821,,-0.9739,-0.227,-1.7209,,,-0.8742,-0.6886,-1.0597
1822,,-0.5362,0.2107,-1.2831,,,-0.8252,-0.6396,-1.0107
1823,,-0.6144,0.1325,-1.3613,,,-0.7781,-0.5925,-0.9636
1824,,-0.7395,7.47E-03,-1.4864,,,-0.7365,-0.5509,-0.922
1825,,-0.802,-0.0551,-1.5489,,,-0.7024,-0.5169,-0.888
1826,,-0.4737,0.2732,-1.2206,,,-0.6779,-0.4923,-0.8635
1827,,-0.9114,-0.1645,-1.6583,,,-0.6652,-0.4796,-0.8508
1828,,-0.2236,0.5234,-0.9705,,,-0.6658,-0.4803,-0.8514
1829,,-0.505,0.242,-1.2519,,,-0.6818,-0.4963,-0.8674
1830,,-0.3955,0.3514,-1.1425,,,-0.7126,-0.527,-0.8981
1831,,-0.6144,0.1325,-1.3613,,,-0.7549,-0.5693,-0.9405
1832,,-1.1146,-0.3677,-1.8616,,,-0.8032,-0.6177,-0.9888
1833,,-1.0365,-0.2895,-1.7834,,,-0.851,-0.6654,-1.0366
1834,,-0.5831,0.1638,-1.33,,,-0.8937,-0.7081,-1.0793
1835,,-1.1615,-0.4146,-1.9085,,,-0.9281,-0.7425,-1.1137
1836,,-1.4273,-0.6804,-2.1742,,,-0.9496,-0.764,-1.1352
1837,,-1.099,-0.3521,-1.8459,,,-0.9554,-0.7698,-1.141
1838,,-1.0208,-0.2739,-1.7678,,,-0.9464,-0.7608,-1.1319
1839,,-0.8489,-0.102,-1.5958,,,-0.9253,-0.7397,-1.1108
1840,,-0.7707,-0.0238,-1.5176,,,-0.8954,-0.7098,-1.0809
1841,,-0.9114,-0.1645,-1.6583,,,-0.8594,-0.6739,-1.045
1842,,-0.8176,-0.0707,-1.5645,,,-0.8194,-0.6338,-1.005
1843,,-0.9583,-0.2114,-1.7052,,,-0.7773,-0.5917,-0.9628
1844,,-0.7551,-8.16E-03,-1.502,,,-0.7354,-0.5499,-0.921
1845,,-0.63,0.1169,-1.3769,,,-0.6975,-0.5119,-0.8831
1846,,-0.1141,0.6328,-0.8611,,,-0.6674,-0.4818,-0.853
1847,,-0.6613,0.0856,-1.4082,,,-0.6478,-0.4622,-0.8333
1848,,-0.3955,0.3514,-1.1425,,,-0.6374,-0.4519,-0.823
1849,,-0.8645,-0.1176,-1.6114,,,-0.6342,-0.4486,-0.8198
1850,0.1684,-0.7395,7.47E-03,-1.4864,,0.0717,-0.6346,-0.449,-0.8201
1851,-0.1774,-0.7551,-8.16E-03,-1.502,,0.068,-0.6364,-0.4508,-0.822
1852,0.0289,-0.5206,0.2263,-1.2675,,0.064,-0.6387,-0.4531,-0.8243
1853,0.1684,-0.5362,0.2107,-1.2831,,0.0585,-0.6414,-0.4558,-0.827
1854,0.2611,-0.7707,-0.0238,-1.5176,,0.0499,-0.6435,-0.4579,-0.8291
1855,0.1824,-0.7238,0.0231,-1.4707,,0.0376,-0.6434,-0.4578,-0.829
1856,-0.3499,-0.802,-0.0551,-1.5489,,0.0228,-0.6403,-0.4548,-0.8259
1857,-0.2206,-0.8332,-0.0863,-1.5802,,7.29E-03,-0.6345,-0.4489,-0.82
1858,0.2528,-0.3799,0.367,-1.1268,,-9.60E-03,-0.6275,-0.4419,-0.8131
1859,0.4748,-0.5988,0.1482,-1.3457,,-0.0302,-0.6223,-0.4367,-0.8079
1860,-0.1146,-0.5675,0.1794,-1.3144,,-0.0549,-0.6203,-0.4348,-0.8059
1861,-0.0264,-0.333,0.4139,-1.0799,,-0.0801,-0.6225,-0.437,-0.8081
1862,-0.5298,-0.6613,0.0856,-1.4082,,-0.102,-0.6289,-0.4433,-0.8145
1863,-0.1083,-0.5831,0.1638,-1.33,,-0.1171,-0.6375,-0.4519,-0.8231
1864,-0.2738,-0.7395,7.47E-03,-1.4864,,-0.1246,-0.6462,-0.4606,-0.8318
1865,0.0118,-0.7082,0.0387,-1.4551,,-0.1246,-0.6525,-0.467,-0.8381
1866,-0.274,-0.6926,0.0544,-1.4395,,-0.1179,-0.6547,-0.4691,-0.8403
1867,-0.7884,-0.8176,-0.0707,-1.5645,,-0.1049,-0.6515,-0.466,-0.8371
1868,0.5946,-0.4581,0.2889,-1.205,,-0.0881,-0.6424,-0.4569,-0.828
